#MMo    logLLo  logTe     G   G_BP    G_RP
0.5399777779   -1.24717  3.59262    8.3329   9.1893   7.4239
0.5460885804   -1.22808  3.59497    8.2727   9.1171   7.3708
0.5521993829   -1.20874  3.59750    8.2108   9.0420   7.3166
0.5583101853   -1.18868  3.60043    8.1452   8.9617   7.2600
0.5644209878   -1.16933  3.60327    8.0828   8.8858   7.2060
0.5705317903   -1.15090  3.60598    8.0242   8.8153   7.1552
0.5766425927   -1.13350  3.60853    7.9693   8.7497   7.1076
0.5827533952   -1.11720  3.61091    7.9181   8.6887   7.0631
0.5888641977   -1.10213  3.61308    7.8708   8.6322   7.0220
0.5949750002   -1.08834  3.61503    7.8274   8.5804   6.9842
0.6010858026   -1.07547  3.61684    7.7868   8.5319   6.9490
0.6071966051   -1.06224  3.61880    7.7444   8.4809   6.9124
0.6133074076   -1.05012  3.62055    7.7057   8.4344   6.8790
0.6194182100   -1.03899  3.62210    7.6706   8.3925   6.8484
0.6255290125   -1.02870  3.62345    7.6384   8.3544   6.8203
0.6316398150   -1.01876  3.62467    7.6078   8.3185   6.7933
0.6377506174   -1.00883  3.62582    7.5777   8.2835   6.7665
0.6438614199   -0.99867  3.62693    7.5472   8.2482   6.7392
0.6499722224   -0.98745  3.62813    7.5137   8.2097   6.7092
0.6560830249   -0.97136  3.63046    7.4628   8.1491   6.6651
0.6621938273   -0.95473  3.63289    7.4104   8.0869   6.6196
0.6683046298   -0.93801  3.63534    7.3577   8.0246   6.5738
0.6744154323   -0.92097  3.63784    7.3041   7.9613   6.5273
0.6805262347   -0.90390  3.64035    7.2503   7.8977   6.4805
0.6866370372   -0.88670  3.64289    7.1957   7.8332   6.4333
0.6927478397   -0.86953  3.64544    7.1409   7.7681   6.3859
0.6988586422   -0.85241  3.64797    7.0861   7.7029   6.3387
0.7049694446   -0.83493  3.65072    7.0296   7.6354   6.2903
0.7261575447   -0.77423  3.66053    6.8393   7.4119   6.1257
0.7473456447   -0.71544  3.67003    6.6560   7.1978   5.9673
0.7685337447   -0.65857  3.67919    6.4811   6.9945   5.8156
0.7897218447   -0.60327  3.68811    6.3160   6.8049   5.6716
0.8109099447   -0.54945  3.69653    6.1555   6.6209   5.5314
0.8320980448   -0.49700  3.70449    6.0050   6.4509   5.3988
0.8532861448   -0.44585  3.71225    5.8604   6.2882   5.2710
0.8744742448   -0.39594  3.71983    5.7195   6.1294   5.1467
0.8956623448   -0.34721  3.72723    5.5851   5.9787   5.0281
0.9168504448   -0.29931  3.73383    5.4550   5.8343   4.9121
0.9380385449   -0.25242  3.74013    5.3278   5.6932   4.7985
0.9592266449   -0.20653  3.74631    5.2067   5.5593   4.6905
0.9804147449   -0.16160  3.75237    5.0884   5.4285   4.5852
1.0016028449   -0.11751  3.75826    4.9724   5.3003   4.4820
1.0227909450   -0.07363  3.76349    4.8588   5.1761   4.3796
1.0439790450   -0.03063  3.76861    4.7483   5.0555   4.2802
1.0651671450    0.01149  3.77363    4.6398   4.9369   4.1828
1.0863552450    0.05279  3.77855    4.5338   4.8210   4.0876
1.1075433450    0.09348  3.78330    4.4308   4.7092   3.9951
1.1287314451    0.13370  3.78783    4.3291   4.5991   3.9035
1.1499195451    0.17318  3.79227    4.2292   4.4906   3.8136
1.1711076451    0.21193  3.79663    4.1315   4.3847   3.7257
1.1922957451    0.24999  3.80091    4.0360   4.2814   3.6399
1.2134838452    0.28722  3.80523    3.9429   4.1805   3.5566
1.2346719452    0.32371  3.80954    3.8515   4.0812   3.4750
1.2558600452    0.35957  3.81377    3.7620   3.9839   3.3952
1.2770481452    0.39483  3.81793    3.6745   3.8893   3.3172
1.2982362452    0.42951  3.82202    3.5885   3.7963   3.2407
1.3194243453    0.46274  3.82658    3.5062   3.7060   3.1690
1.3406124453    0.49539  3.83111    3.4255   3.6178   3.0990
1.3618005453    0.52753  3.83557    3.3464   3.5314   3.0304
1.3829886453    0.55917  3.83997    3.2686   3.4463   2.9630
1.4041767454    0.59013  3.84456    3.1926   3.3627   2.8979
1.4253648454    0.61982  3.85015    3.1209   3.2822   2.8392
1.4465529454    0.64907  3.85565    3.0502   3.2029   2.7817
1.4677410454    0.67789  3.86107    2.9808   3.1250   2.7254
1.4889291454    0.70630  3.86642    2.9127   3.0489   2.6703
1.5101172455    0.73385  3.87204    2.8471   2.9748   2.6185
1.5313053455    0.76048  3.87796    2.7845   2.9034   2.5704
1.5524934455    0.78675  3.88378    2.7234   2.8338   2.5236
1.5736815455    0.81269  3.88953    2.6632   2.7652   2.4777
1.5948696456    0.83828  3.89520    2.6047   2.6987   2.4334
1.6160577456    0.86291  3.90057    2.5484   2.6346   2.3906
1.6372458456    0.88706  3.90579    2.4943   2.5731   2.3498
1.6584339456    0.91087  3.91092    2.4418   2.5133   2.3104
1.6796220456    0.93437  3.91599    2.3903   2.4546   2.2719
1.7008101457    0.95758  3.92096    2.3407   2.3984   2.2348
1.7219982457    0.97995  3.92552    2.2930   2.3446   2.1987
1.7431863457    1.00206  3.93000    2.2462   2.2919   2.1632
1.7643744457    1.02389  3.93442    2.2022   2.2426   2.1289
1.7855625457    1.04546  3.93877    2.1586   2.1938   2.0950
1.8067506458    1.06667  3.94296    2.1163   2.1466   2.0616
1.8279387458    1.08740  3.94693    2.0756   2.1019   2.0287
1.8491268458    1.10791  3.95083    2.0355   2.0579   1.9960
1.8703149458    1.12817  3.95467    1.9962   2.0147   1.9640
1.8915030459    1.14823  3.95844    1.9591   1.9745   1.9331
1.9126911459    1.16795  3.96207    1.9224   1.9346   1.9024
1.9338792459    1.18740  3.96556    1.8863   1.8955   1.8719
1.9550673459    1.20663  3.96901    1.8513   1.8578   1.8421
1.9762554459    1.22568  3.97240    1.8171   1.8210   1.8128
1.9974435460    1.24453  3.97575    1.7832   1.7845   1.7839
2.0186316460    1.26312  3.97896    1.7499   1.7489   1.7551
2.0398197460    1.28152  3.98211    1.7175   1.7144   1.7266
2.0610078460    1.29975  3.98522    1.6853   1.6801   1.6984
2.0821959461    1.31781  3.98829    1.6534   1.6462   1.6705
2.1033840461    1.33569  3.99130    1.6220   1.6129   1.6428
2.1245721461    1.35332  3.99420    1.5910   1.5801   1.6151
2.1457602461    1.37079  3.99707    1.5604   1.5476   1.5877
2.1669483461    1.38812  3.99989    1.5299   1.5155   1.5606
2.1881364462    1.40529  4.00268    1.4998   1.4838   1.5336
2.2093245462    1.42229  4.00542    1.4701   1.4526   1.5066
2.2305126462    1.43912  4.00811    1.4407   1.4217   1.4798
2.2517007462    1.45581  4.01077    1.4115   1.3911   1.4532
2.2728888463    1.47237  4.01340    1.3825   1.3608   1.4269
2.2940769463    1.48881  4.01600    1.3537   1.3307   1.4006
2.3152650463    1.50505  4.01856    1.3253   1.3010   1.3747
2.3364531463    1.52113  4.02109    1.2972   1.2717   1.3489
2.3576412463    1.53711  4.02359    1.2694   1.2426   1.3233
2.3788293464    1.55297  4.02606    1.2417   1.2138   1.2979
2.4000174464    1.56871  4.02851    1.2143   1.1852   1.2726
2.4212055464    1.58427  4.03089    1.1871   1.1569   1.2474
2.4423936464    1.59973  4.03325    1.1601   1.1289   1.2224
2.4635817464    1.61508  4.03559    1.1332   1.1010   1.1974
2.4847698465    1.63033  4.03790    1.1066   1.0733   1.1726
2.5059579465    1.64546  4.04019    1.0801   1.0458   1.1479
2.5271460465    1.66045  4.04245    1.0538   1.0186   1.1233
2.5483341465    1.67534  4.04468    1.0277   0.9916   1.0989
2.5695222466    1.69015  4.04689    1.0018   0.9647   1.0746
2.5907103466    1.70485  4.04909    0.9760   0.9380   1.0503
2.6118984466    1.71943  4.05125    0.9504   0.9115   1.0262
2.6330865466    1.73388  4.05337    0.9249   0.8853   1.0023
2.6542746466    1.74824  4.05548    0.8997   0.8592   0.9785
2.6754627467    1.76252  4.05757    0.8745   0.8332   0.9547
2.6966508467    1.77672  4.05964    0.8495   0.8074   0.9311
2.7178389467    1.79083  4.06168    0.8246   0.7818   0.9076
2.7390270467    1.80487  4.06371    0.7998   0.7563   0.8842
2.7602151468    1.81882  4.06572    0.7751   0.7309   0.8609
2.7814032468    1.83270  4.06771    0.7506   0.7057   0.8376
2.8025913468    1.84649  4.06967    0.7262   0.6806   0.8145
2.8237794468    1.86007  4.07156    0.7020   0.6557   0.7915
2.8449675468    1.87358  4.07342    0.6779   0.6308   0.7685
2.8661556469    1.88701  4.07527    0.6538   0.6061   0.7456
2.8873437469    1.90038  4.07710    0.6299   0.5815   0.7228
2.9085318469    1.91369  4.07892    0.6060   0.5570   0.7000
2.9297199469    1.92692  4.08071    0.5822   0.5327   0.6773
2.9509080470    1.94010  4.08249    0.5585   0.5084   0.6547
2.9720961470    1.95321  4.08424    0.5349   0.4841   0.6322
2.9932842470    1.96626  4.08598    0.5114   0.4600   0.6097
3.0144723470    1.97916  4.08772    0.4883   0.4363   0.5876
3.0356604470    1.99196  4.08944    0.4653   0.4128   0.5656
3.0568485471    2.00470  4.09115    0.4424   0.3893   0.5438
3.0780366471    2.01739  4.09284    0.4196   0.3660   0.5220
3.0992247471    2.03003  4.09451    0.3969   0.3427   0.5002
3.1204128471    2.04262  4.09617    0.3742   0.3195   0.4785
3.1416009471    2.05515  4.09781    0.3516   0.2963   0.4569
3.1627890472    2.06764  4.09944    0.3291   0.2732   0.4353
3.1839771472    2.08007  4.10105    0.3066   0.2502   0.4137
3.2051652472    2.09246  4.10264    0.2842   0.2273   0.3922
3.2263533472    2.10481  4.10422    0.2618   0.2044   0.3707
3.2475414473    2.11711  4.10579    0.2395   0.1815   0.3493
3.2687295473    2.12938  4.10735    0.2172   0.1587   0.3279
3.2899176473    2.14160  4.10888    0.1949   0.1359   0.3065
3.3111057473    2.15378  4.11039    0.1727   0.1132   0.2851
3.3322938473    2.16592  4.11189    0.1505   0.0905   0.2638
3.3534819474    2.17802  4.11338    0.1283   0.0678   0.2424
3.3746700474    2.19009  4.11484    0.1061   0.0452   0.2210
3.3958581474    2.20212  4.11629    0.0839   0.0225   0.1997
3.4170462474    2.21412  4.11773    0.0618  -0.0001   0.1783
3.4382343475    2.22609  4.11915    0.0396  -0.0227   0.1570
3.4594224475    2.23803  4.12055    0.0174  -0.0453   0.1356
3.4806105475    2.24994  4.12193   -0.0047  -0.0679   0.1142
3.5017986475    2.26180  4.12329   -0.0269  -0.0905   0.0928
3.5229867475    2.27342  4.12462   -0.0486  -0.1127   0.0718
3.5441748476    2.28501  4.12592   -0.0704  -0.1349   0.0508
3.5653629476    2.29657  4.12720   -0.0922  -0.1571   0.0297
3.5865510476    2.30811  4.12847   -0.1141  -0.1794   0.0086
3.6077391476    2.31963  4.12972   -0.1359  -0.2016  -0.0126
3.6289272477    2.33112  4.13095   -0.1578  -0.2239  -0.0338
3.6501153477    2.34259  4.13217   -0.1797  -0.2462  -0.0550
3.6713034477    2.35404  4.13336   -0.2017  -0.2686  -0.0764
3.6924915477    2.36547  4.13453   -0.2237  -0.2910  -0.0977
3.7136796477    2.37687  4.13569   -0.2458  -0.3134  -0.1192
3.7348677478    2.38826  4.13682   -0.2680  -0.3359  -0.1407
3.7560558478    2.39964  4.13794   -0.2902  -0.3585  -0.1622
3.7772439478    2.41100  4.13903   -0.3125  -0.3811  -0.1839
3.7984320478    2.42234  4.14010   -0.3348  -0.4038  -0.2057
3.8196201479    2.43368  4.14115   -0.3573  -0.4266  -0.2276
3.8408082479    2.44500  4.14218   -0.3798  -0.4495  -0.2495
3.8619963479    2.45631  4.14318   -0.4025  -0.4725  -0.2716
3.8831844479    2.46761  4.14416   -0.4253  -0.4955  -0.2938
3.9043725479    2.47891  4.14512   -0.4481  -0.5187  -0.3162
3.9255606480    2.49020  4.14605   -0.4711  -0.5420  -0.3386
3.9467487480    2.50149  4.14696   -0.4943  -0.5654  -0.3613
3.9679368480    2.51277  4.14784   -0.5175  -0.5890  -0.3840
3.9891249480    2.52405  4.14869   -0.5410  -0.6126  -0.4070
4.0103130480    2.53527  4.14950   -0.5645  -0.6364  -0.4300
4.0315011481    2.54641  4.15026   -0.5880  -0.6602  -0.4532
4.0526892481    2.55755  4.15099   -0.6118  -0.6842  -0.4765
4.0738773481    2.56870  4.15170   -0.6357  -0.7084  -0.5000
4.0950654481    2.57985  4.15237   -0.6599  -0.7327  -0.5238
4.1162535482    2.59101  4.15301   -0.6842  -0.7573  -0.5478
4.1374416482    2.60218  4.15361   -0.7087  -0.7820  -0.5720
4.1586297482    2.61335  4.15418   -0.7335  -0.8070  -0.5964
4.1798178482    2.62454  4.15471   -0.7585  -0.8322  -0.6211
4.2010059482    2.63574  4.15520   -0.7838  -0.8576  -0.6461
4.2221940483    2.64694  4.15566   -0.8093  -0.8833  -0.6714
4.2433821483    2.65817  4.15607   -0.8351  -0.9093  -0.6970
4.2645702483    2.66941  4.15643   -0.8613  -0.9355  -0.7229
4.2857583483    2.68067  4.15674   -0.8877  -0.9621  -0.7492
4.3069464484    2.69195  4.15701   -0.9145  -0.9890  -0.7758
4.3281345484    2.70324  4.15722   -0.9417  -1.0162  -0.8028
4.3493226484    2.71457  4.15738   -0.9692  -1.0438  -0.8303
4.3705107484    2.72591  4.15748   -0.9971  -1.0718  -0.8581
4.3916988484    2.73728  4.15751   -1.0255  -1.1002  -0.8865
4.4128869485    2.74868  4.15749   -1.0543  -1.1290  -0.9153
4.4340750485    2.76011  4.15739   -1.0836  -1.1583  -0.9446
4.4552631485    2.77157  4.15722   -1.1133  -1.1880  -0.9745
4.4764512485    2.78306  4.15697   -1.1436  -1.2183  -1.0049
4.4976393486    2.79459  4.15664   -1.1745  -1.2491  -1.0360
4.5188274486    2.80594  4.15621   -1.2055  -1.2800  -1.0673
4.5400155486    2.81728  4.15567   -1.2371  -1.3115  -1.0992
4.5612036486    2.82867  4.15505   -1.2693  -1.3435  -1.1318
4.5823917486    2.84009  4.15432   -1.3022  -1.3762  -1.1651
4.6035798487    2.85155  4.15348   -1.3359  -1.4097  -1.1992
4.6247679487    2.86305  4.15253   -1.3703  -1.4438  -1.2342
4.6459560487    2.87459  4.15144   -1.4056  -1.4788  -1.2701
4.6671441487    2.88618  4.15022   -1.4418  -1.5147  -1.3070
4.6883322487    2.89782  4.14884   -1.4789  -1.5514  -1.3449
4.7095203488    2.90952  4.14731   -1.5171  -1.5892  -1.3840
4.7307084488    2.92127  4.14562   -1.5564  -1.6280  -1.4243
4.7518965488    2.93310  4.14373   -1.5969  -1.6680  -1.4659
4.7730846488    2.94499  4.14166   -1.6387  -1.7092  -1.5089
4.7942727489    2.95697  4.13938   -1.6818  -1.7516  -1.5533
4.8154608489    2.96906  4.13690   -1.7263  -1.7954  -1.5993
4.8366489489    2.98129  4.13423   -1.7723  -1.8406  -1.6468
4.8578370489    2.99371  4.13138   -1.8196  -1.8871  -1.6959
4.8790251489    3.00642  4.12845   -1.8682  -1.9348  -1.7462
4.9002132490    3.01962  4.12559   -1.9174  -1.9832  -1.7971
4.9214013490    3.03370  4.12325   -1.9660  -2.0310  -1.8471
4.9425894490    3.04979  4.12264   -2.0098  -2.0747  -1.8913
4.9431679183    3.05028  4.12268   -2.0108  -2.0757  -1.8923
4.9437463877    3.05078  4.12272   -2.0118  -2.0767  -1.8933
4.9443248570    3.05129  4.12277   -2.0128  -2.0777  -1.8943
4.9449033263    3.05179  4.12282   -2.0138  -2.0787  -1.8952
4.9454817957    3.05230  4.12288   -2.0148  -2.0797  -1.8961
4.9460602650    3.05282  4.12294   -2.0157  -2.0807  -1.8971
4.9466387343    3.05334  4.12301   -2.0166  -2.0817  -1.8979
4.9472172036    3.05387  4.12308   -2.0176  -2.0826  -1.8988
4.9477956730    3.05440  4.12316   -2.0185  -2.0835  -1.8997
4.9483741423    3.05494  4.12325   -2.0193  -2.0844  -1.9005
4.9489526116    3.05548  4.12334   -2.0202  -2.0853  -1.9013
4.9495310809    3.05603  4.12343   -2.0210  -2.0861  -1.9021
4.9501095503    3.05659  4.12354   -2.0218  -2.0870  -1.9028
4.9506880196    3.05715  4.12365   -2.0226  -2.0878  -1.9035
4.9512664889    3.05771  4.12377   -2.0234  -2.0886  -1.9042
4.9518449583    3.05829  4.12389   -2.0241  -2.0894  -1.9049
4.9524234276    3.05887  4.12403   -2.0248  -2.0901  -1.9055
4.9530018969    3.05947  4.12417   -2.0255  -2.0909  -1.9061
4.9535803662    3.06008  4.12433   -2.0261  -2.0916  -1.9067
4.9541588356    3.06069  4.12449   -2.0268  -2.0922  -1.9072
4.9547373049    3.06132  4.12467   -2.0273  -2.0929  -1.9077
4.9553157742    3.06195  4.12486   -2.0279  -2.0935  -1.9081
4.9558942436    3.06260  4.12506   -2.0284  -2.0940  -1.9085
4.9564727129    3.06326  4.12527   -2.0288  -2.0945  -1.9088
4.9570511822    3.06392  4.12549   -2.0292  -2.0950  -1.9091
4.9576296515    3.06460  4.12573   -2.0296  -2.0955  -1.9093
4.9582081209    3.06531  4.12599   -2.0299  -2.0959  -1.9095
4.9587865902    3.06602  4.12626   -2.0302  -2.0962  -1.9096
4.9593650595    3.06675  4.12655   -2.0304  -2.0965  -1.9097
4.9599435288    3.06750  4.12686   -2.0305  -2.0967  -1.9096
4.9605219982    3.06827  4.12718   -2.0306  -2.0969  -1.9095
4.9611004675    3.06905  4.12753   -2.0306  -2.0970  -1.9093
4.9616789368    3.06985  4.12790   -2.0306  -2.0971  -1.9090
4.9622574062    3.07068  4.12829   -2.0304  -2.0971  -1.9087
4.9628358755    3.07153  4.12871   -2.0302  -2.0970  -1.9082
4.9634143448    3.07241  4.12915   -2.0299  -2.0968  -1.9076
4.9639928141    3.07332  4.12963   -2.0295  -2.0965  -1.9070
4.9645712835    3.07426  4.13014   -2.0290  -2.0962  -1.9062
4.9651497528    3.07524  4.13069   -2.0283  -2.0957  -1.9052
4.9657282221    3.07627  4.13127   -2.0276  -2.0951  -1.9041
4.9663066915    3.07735  4.13191   -2.0267  -2.0945  -1.9028
4.9668851608    3.07848  4.13260   -2.0256  -2.0936  -1.9014
4.9674636301    3.07966  4.13334   -2.0244  -2.0926  -1.8997
4.9680420994    3.08090  4.13414   -2.0229  -2.0914  -1.8978
4.9686205688    3.08221  4.13501   -2.0213  -2.0900  -1.8956
4.9691990381    3.08361  4.13595   -2.0194  -2.0884  -1.8932
4.9697775074    3.08513  4.13699   -2.0173  -2.0866  -1.8905
4.9703559767    3.08676  4.13814   -2.0149  -2.0846  -1.8875
4.9709344461    3.08852  4.13940   -2.0121  -2.0822  -1.8839
4.9715129154    3.09044  4.14079   -2.0090  -2.0794  -1.8800
4.9720913847    3.09256  4.14235   -2.0054  -2.0763  -1.8755
4.9726698541    3.09500  4.14412   -2.0014  -2.0728  -1.8704
4.9732483234    3.09778  4.14614   -1.9967  -2.0688  -1.8646
4.9738267927    3.10100  4.14848   -1.9914  -2.0641  -1.8579
4.9744052620    3.10488  4.15124   -1.9852  -2.0588  -1.8502
4.9749837314    3.10972  4.15455   -1.9782  -2.0528  -1.8412
4.9755622007    3.11603  4.15867   -1.9702  -2.0460  -1.8309
4.9761406700    3.12485  4.16398   -1.9615  -2.0389  -1.8191
4.9767191394    3.13811  4.17109   -1.9533  -2.0328  -1.8068
4.9772976087    3.15023  4.17808   -1.9429  -2.0244  -1.7923
4.9773546409    3.14868  4.17794   -1.9398  -2.0213  -1.7893
4.9774116732    3.14574  4.17737   -1.9357  -2.0170  -1.7855
4.9774687054    3.14123  4.17632   -1.9306  -2.0115  -1.7810
4.9775257377    3.13522  4.17475   -1.9246  -2.0051  -1.7760
4.9775827699    3.12810  4.17272   -1.9186  -1.9985  -1.7711
4.9776398022    3.12046  4.17033   -1.9134  -1.9926  -1.7673
4.9776968344    3.11287  4.16766   -1.9099  -1.9883  -1.7654
4.9777538667    3.10592  4.16479   -1.9092  -1.9867  -1.7663
4.9778108989    3.10013  4.16183   -1.9119  -1.9886  -1.7707
4.9778679312    3.09588  4.15883   -1.9186  -1.9944  -1.7791
4.9779249634    3.09330  4.15589   -1.9292  -2.0041  -1.7914
4.9779819957    3.09240  4.15303   -1.9435  -2.0176  -1.8074
4.9780390279    3.09303  4.15029   -1.9609  -2.0342  -1.8264
4.9780960602    3.09490  4.14767   -1.9807  -2.0532  -1.8477
4.9781530924    3.09770  4.14518   -2.0021  -2.0739  -1.8705
4.9782101247    3.10110  4.14279   -2.0243  -2.0954  -1.8942
4.9782671569    3.10484  4.14049   -2.0469  -2.1173  -1.9181
4.9783241892    3.10870  4.13827   -2.0693  -2.1390  -1.9418
4.9783812214    3.11250  4.13610   -2.0912  -2.1602  -1.9650
4.9784382537    3.11616  4.13400   -2.1123  -2.1808  -1.9874
4.9784952859    3.11959  4.13194   -2.1326  -2.2005  -2.0089
4.9785523182    3.12276  4.12992   -2.1520  -2.2193  -2.0295
4.9786093504    3.12567  4.12793   -2.1706  -2.2372  -2.0493
4.9786663827    3.12833  4.12597   -2.1883  -2.2543  -2.0681
4.9787234149    3.13075  4.12404   -2.2053  -2.2707  -2.0863
4.9787804472    3.13299  4.12214   -2.2216  -2.2864  -2.1037
4.9788374794    3.13571  4.12045   -2.2379  -2.3022  -2.1210
4.9788945117    3.13752  4.11859   -2.2528  -2.3166  -2.1371
4.9789515439    3.13919  4.11676   -2.2673  -2.3304  -2.1526
4.9790085762    3.14076  4.11494   -2.2813  -2.3439  -2.1677
4.9790656084    3.14223  4.11315   -2.2950  -2.3570  -2.1825
4.9791226407    3.14452  4.11163   -2.3091  -2.3707  -2.1976
4.9791796729    3.14576  4.10991   -2.3218  -2.3828  -2.2113
4.9792367052    3.14686  4.10818   -2.3341  -2.3946  -2.2246
4.9792937374    3.14792  4.10647   -2.3462  -2.4062  -2.2377
4.9793507697    3.14892  4.10478   -2.3580  -2.4175  -2.2506
4.9794078019    3.14985  4.10310   -2.3696  -2.4285  -2.2631
4.9794648342    3.15072  4.10143   -2.3809  -2.4393  -2.2755
4.9795218664    3.15153  4.09977   -2.3920  -2.4498  -2.2875
4.9795788987    3.15229  4.09813   -2.4029  -2.4602  -2.2994
4.9796359309    3.15300  4.09649   -2.4135  -2.4703  -2.3110
4.9796929632    3.15365  4.09487   -2.4240  -2.4802  -2.3224
4.9797499954    3.15426  4.09325   -2.4342  -2.4900  -2.3337
4.9798070277    3.15483  4.09163   -2.4443  -2.4996  -2.3447
4.9798640599    3.15534  4.09003   -2.4543  -2.5090  -2.3556
4.9799210922    3.15582  4.08843   -2.4640  -2.5182  -2.3664
4.9799781244    3.15626  4.08683   -2.4737  -2.5273  -2.3770
4.9800351567    3.15665  4.08524   -2.4831  -2.5363  -2.3874
4.9800921889    3.15700  4.08364   -2.4925  -2.5451  -2.3977
4.9801492212    3.15732  4.08205   -2.5017  -2.5538  -2.4080
4.9802062534    3.15760  4.08046   -2.5108  -2.5624  -2.4180
4.9802632857    3.15785  4.07887   -2.5199  -2.5709  -2.4280
4.9803203179    3.15807  4.07728   -2.5288  -2.5793  -2.4379
4.9803773502    3.15825  4.07569   -2.5376  -2.5876  -2.4477
