#MMo    logLLo  logTe     G   G_BP    G_RP
10.9286950599    4.30838  4.25571   -4.4030  -4.5086  -4.2084
10.9288237464    4.30903  4.25227   -4.4243  -4.5289  -4.2318
10.9289524329    4.30961  4.24879   -4.4457  -4.5494  -4.2554
10.9290811194    4.31014  4.24527   -4.4673  -4.5699  -4.2791
10.9292098058    4.31063  4.24170   -4.4890  -4.5905  -4.3030
10.9293384923    4.31107  4.23809   -4.5108  -4.6113  -4.3271
10.9294671788    4.31144  4.23443   -4.5328  -4.6322  -4.3514
10.9295958653    4.31176  4.23071   -4.5550  -4.6532  -4.3758
10.9297245518    4.31203  4.22695   -4.5773  -4.6744  -4.4005
10.9298532382    4.31224  4.22313   -4.5997  -4.6957  -4.4254
10.9299819247    4.31239  4.21925   -4.6224  -4.7172  -4.4505
10.9301106112    4.31247  4.21531   -4.6452  -4.7388  -4.4758
10.9302392977    4.31251  4.21132   -4.6682  -4.7606  -4.5014
10.9303679842    4.31245  4.20725   -4.6914  -4.7825  -4.5272
10.9304741855    4.31237  4.20384   -4.7108  -4.8008  -4.5487
10.9305803868    4.31227  4.20040   -4.7303  -4.8192  -4.5704
10.9306865881    4.31213  4.19691   -4.7499  -4.8378  -4.5923
10.9307927894    4.31193  4.19336   -4.7697  -4.8565  -4.6144
10.9308989907    4.31169  4.18977   -4.7897  -4.8753  -4.6367
10.9310051921    4.31142  4.18613   -4.8098  -4.8943  -4.6591
10.9311113934    4.31108  4.18243   -4.8301  -4.9134  -4.6818
10.9312175947    4.31070  4.17867   -4.8506  -4.9327  -4.7047
10.9313237960    4.31029  4.17486   -4.8713  -4.9521  -4.7278
10.9314299973    4.30982  4.17099   -4.8921  -4.9717  -4.7512
10.9315361986    4.30931  4.16706   -4.9132  -4.9915  -4.7748
10.9316424000    4.30874  4.16307   -4.9344  -5.0114  -4.7986
10.9317486013    4.30813  4.15901   -4.9559  -5.0316  -4.8227
10.9318548026    4.30745  4.15488   -4.9775  -5.0519  -4.8471
10.9319610039    4.30672  4.15068   -4.9994  -5.0724  -4.8716
10.9320672052    4.30595  4.14642   -5.0214  -5.0930  -4.8965
10.9321734065    4.30510  4.14206   -5.0437  -5.1139  -4.9217
10.9322796079    4.30418  4.13764   -5.0662  -5.1349  -4.9471
10.9323858092    4.30321  4.13313   -5.0889  -5.1561  -4.9727
10.9324920105    4.30218  4.12853   -5.1119  -5.1776  -4.9988
10.9325982118    4.30110  4.12385   -5.1352  -5.1993  -5.0251
10.9327044131    4.29994  4.11909   -5.1586  -5.2211  -5.0516
10.9328106144    4.29870  4.11421   -5.1823  -5.2431  -5.0786
10.9329168157    4.29740  4.10925   -5.2062  -5.2653  -5.1058
10.9330230171    4.29603  4.10419   -5.2304  -5.2878  -5.1333
10.9331292184    4.29458  4.09901   -5.2548  -5.3104  -5.1611
10.9332354197    4.29304  4.09372   -5.2795  -5.3333  -5.1893
10.9333416210    4.29141  4.08832   -5.3043  -5.3562  -5.2178
10.9334478223    4.28970  4.08280   -5.3294  -5.3793  -5.2465
10.9335540236    4.28788  4.07714   -5.3548  -5.4028  -5.2756
10.9336602250    4.28598  4.07136   -5.3802  -5.4260  -5.3049
10.9337664263    4.28398  4.06544   -5.4045  -5.4478  -5.3339
10.9338726276    4.28186  4.05935   -5.4295  -5.4706  -5.3635
10.9339788289    4.27964  4.05312   -5.4552  -5.4940  -5.3934
10.9340850302    4.27732  4.04674   -5.4807  -5.5171  -5.4235
10.9341912315    4.27486  4.04015   -5.5066  -5.5405  -5.4540
10.9342974329    4.27230  4.03341   -5.5325  -5.5637  -5.4847
10.9344036342    4.26963  4.02649   -5.5585  -5.5870  -5.5156
10.9345098355    4.26681  4.01933   -5.5847  -5.6105  -5.5469
10.9346160368    4.26386  4.01198   -5.6110  -5.6339  -5.5784
10.9347222381    4.26077  4.00442   -5.6373  -5.6572  -5.6102
10.9348284394    4.25751  3.99659   -5.6639  -5.6806  -5.6424
10.9349346408    4.25410  3.98850   -5.6905  -5.7040  -5.6749
10.9350408421    4.25054  3.98015   -5.7172  -5.7274  -5.7077
10.9351470434    4.24679  3.97137   -5.7444  -5.7511  -5.7414
10.9352532447    4.24284  3.96234   -5.7711  -5.7740  -5.7751
10.9353594460    4.23872  3.95316   -5.7969  -5.7959  -5.8080
10.9354656473    4.23435  3.94377   -5.8202  -5.8144  -5.8404
10.9355718486    4.22974  3.93408   -5.8415  -5.8300  -5.8722
10.9356780500    4.22490  3.92406   -5.8599  -5.8415  -5.9033
10.9357842513    4.21978  3.91365   -5.8756  -5.8494  -5.9331
10.9358904526    4.21432  3.90278   -5.8855  -5.8489  -5.9625
10.9359966539    4.20851  3.89147   -5.8893  -5.8393  -5.9906
10.9361028552    4.20232  3.87965   -5.8885  -5.8228  -6.0173
10.9362090565    4.19555  3.86719   -5.8819  -5.7972  -6.0434
10.9363152579    4.18824  3.85414   -5.8706  -5.7635  -6.0688
10.9364214592    4.18034  3.84046   -5.8546  -5.7213  -6.0937
10.9365276605    4.17154  3.82595   -5.8331  -5.6689  -6.1176
10.9366338618    4.16183  3.81069   -5.8054  -5.6078  -6.1363
10.9367400631    4.15102  3.79458   -5.7695  -5.5357  -6.1472
10.9368462644    4.13839  3.77733   -5.7241  -5.4503  -6.1510
10.9369524658    4.12390  3.75907   -5.6674  -5.3486  -6.1447
10.9370586671    4.10703  3.73966   -5.5974  -5.2296  -6.1263
10.9371648684    4.08155  3.71553   -5.4861  -5.0558  -6.0747
10.9372710697    4.04725  3.69003   -5.3342  -4.8377  -5.9809
10.9373772710    4.01270  3.67020   -5.1831  -4.6341  -5.8730
10.9374834723    3.98139  3.65978   -5.0656  -4.4884  -5.7777
10.9375896736    3.95564  3.65302   -4.9751  -4.3796  -5.7016
10.9376958750    3.93683  3.64694   -4.8984  -4.2835  -5.6394
10.9378020763    3.93247  3.64039   -4.8551  -4.2189  -5.6117
10.9378030893    3.93252  3.64033   -4.8549  -4.2185  -5.6116
10.9378041022    3.93257  3.64026   -4.8547  -4.2181  -5.6116
10.9378051152    3.93263  3.64020   -4.8546  -4.2178  -5.6116
10.9378061282    3.93268  3.64014   -4.8544  -4.2174  -5.6116
10.9378071412    3.93273  3.64007   -4.8542  -4.2170  -5.6115
10.9378081542    3.93279  3.64001   -4.8540  -4.2166  -5.6115
10.9378091671    3.93284  3.63994   -4.8539  -4.2163  -5.6115
10.9378101801    3.93290  3.63988   -4.8537  -4.2159  -5.6115
10.9378111931    3.93295  3.63981   -4.8535  -4.2155  -5.6115
10.9378122061    3.93301  3.63975   -4.8534  -4.2151  -5.6115
10.9378132191    3.93307  3.63968   -4.8532  -4.2148  -5.6115
10.9378142320    3.93314  3.63962   -4.8531  -4.2144  -5.6115
10.9378152450    3.93320  3.63955   -4.8529  -4.2141  -5.6115
10.9378162580    3.93327  3.63949   -4.8528  -4.2138  -5.6115
10.9378172710    3.93335  3.63942   -4.8527  -4.2134  -5.6115
10.9378182840    3.93342  3.63936   -4.8526  -4.2131  -5.6116
10.9378192970    3.93349  3.63929   -4.8524  -4.2128  -5.6116
10.9378203099    3.93357  3.63923   -4.8523  -4.2124  -5.6116
10.9378213229    3.93364  3.63916   -4.8522  -4.2121  -5.6116
10.9378223359    3.93372  3.63910   -4.8521  -4.2118  -5.6117
10.9378233489    3.93380  3.63903   -4.8520  -4.2115  -5.6117
10.9378243619    3.93390  3.63897   -4.8519  -4.2112  -5.6118
10.9378253748    3.93399  3.63890   -4.8518  -4.2109  -5.6119
10.9378263878    3.93408  3.63884   -4.8518  -4.2107  -5.6120
10.9378274008    3.93418  3.63877   -4.8517  -4.2104  -5.6121
10.9378284138    3.93427  3.63871   -4.8516  -4.2101  -5.6121
10.9378294268    3.93437  3.63864   -4.8515  -4.2098  -5.6122
10.9378304397    3.93447  3.63858   -4.8515  -4.2096  -5.6123
10.9378314527    3.93457  3.63851   -4.8514  -4.2093  -5.6124
10.9378324657    3.93467  3.63845   -4.8514  -4.2091  -5.6125
10.9378334787    3.93478  3.63838   -4.8513  -4.2088  -5.6126
10.9378344917    3.93489  3.63831   -4.8513  -4.2086  -5.6128
10.9378355046    3.93500  3.63825   -4.8513  -4.2083  -5.6129
10.9378365176    3.93511  3.63818   -4.8512  -4.2081  -5.6130
10.9378375306    3.93523  3.63811   -4.8512  -4.2078  -5.6131
10.9378385436    3.93534  3.63805   -4.8512  -4.2076  -5.6133
10.9378395566    3.93546  3.63798   -4.8512  -4.2074  -5.6134
10.9378405695    3.93558  3.63792   -4.8511  -4.2071  -5.6135
10.9378415825    3.93569  3.63785   -4.8511  -4.2069  -5.6137
10.9378425955    3.93581  3.63778   -4.8511  -4.2067  -5.6138
10.9378436085    3.93595  3.63772   -4.8511  -4.2065  -5.6140
10.9378446215    3.93609  3.63765   -4.8512  -4.2063  -5.6142
10.9378456344    3.93623  3.63758   -4.8512  -4.2061  -5.6144
10.9378466474    3.93637  3.63751   -4.8512  -4.2060  -5.6145
10.9378476604    3.93651  3.63745   -4.8513  -4.2058  -5.6147
10.9378486734    3.93665  3.63738   -4.8513  -4.2056  -5.6149
10.9378496864    3.93679  3.63731   -4.8513  -4.2054  -5.6151
10.9378506993    3.93693  3.63724   -4.8513  -4.2052  -5.6153
10.9378517123    3.93707  3.63717   -4.8514  -4.2050  -5.6155
10.9378527253    3.93722  3.63710   -4.8514  -4.2049  -5.6157
10.9378537383    3.93737  3.63704   -4.8515  -4.2047  -5.6159
10.9378547513    3.93752  3.63697   -4.8515  -4.2045  -5.6161
10.9378557643    3.93767  3.63690   -4.8516  -4.2044  -5.6163
10.9378567772    3.93783  3.63683   -4.8516  -4.2042  -5.6166
10.9378577902    3.93798  3.63676   -4.8517  -4.2040  -5.6168
10.9378588032    3.93814  3.63669   -4.8518  -4.2039  -5.6170
10.9378598162    3.93829  3.63662   -4.8518  -4.2037  -5.6172
10.9378608292    3.93845  3.63656   -4.8519  -4.2036  -5.6174
10.9378618421    3.93861  3.63649   -4.8520  -4.2035  -5.6177
10.9378628551    3.93878  3.63642   -4.8521  -4.2033  -5.6179
10.9378638681    3.93895  3.63635   -4.8522  -4.2032  -5.6182
10.9378648811    3.93912  3.63628   -4.8522  -4.2031  -5.6185
10.9378658941    3.93930  3.63621   -4.8523  -4.2030  -5.6187
10.9378669070    3.93947  3.63614   -4.8524  -4.2028  -5.6190
10.9378679200    3.93964  3.63607   -4.8525  -4.2027  -5.6193
10.9378689330    3.93982  3.63600   -4.8527  -4.2026  -5.6195
10.9378699460    3.94000  3.63593   -4.8528  -4.2025  -5.6198
10.9378709590    3.94019  3.63586   -4.8529  -4.2024  -5.6201
10.9378719719    3.94038  3.63579   -4.8531  -4.2023  -5.6204
10.9378729849    3.94057  3.63572   -4.8532  -4.2022  -5.6207
10.9378739979    3.94077  3.63565   -4.8533  -4.2022  -5.6210
10.9378750109    3.94097  3.63558   -4.8535  -4.2021  -5.6214
10.9378760239    3.94117  3.63551   -4.8537  -4.2020  -5.6217
10.9378770368    3.94137  3.63544   -4.8538  -4.2020  -5.6220
10.9378780498    3.94158  3.63536   -4.8540  -4.2019  -5.6224
10.9378790628    3.94179  3.63529   -4.8542  -4.2018  -5.6227
10.9378800758    3.94199  3.63522   -4.8543  -4.2018  -5.6231
10.9378810888    3.94221  3.63515   -4.8545  -4.2018  -5.6234
10.9378821017    3.94244  3.63508   -4.8548  -4.2018  -5.6238
10.9378831147    3.94267  3.63501   -4.8550  -4.2017  -5.6242
10.9378841277    3.94289  3.63494   -4.8552  -4.2017  -5.6246
10.9378851407    3.94312  3.63486   -4.8554  -4.2017  -5.6250
10.9378861537    3.94335  3.63479   -4.8557  -4.2017  -5.6254
10.9378871667    3.94358  3.63472   -4.8559  -4.2017  -5.6258
10.9378881796    3.94381  3.63465   -4.8561  -4.2017  -5.6262
10.9378891926    3.94404  3.63458   -4.8563  -4.2017  -5.6266
10.9378902056    3.94427  3.63451   -4.8566  -4.2017  -5.6270
10.9378912186    3.94450  3.63444   -4.8568  -4.2017  -5.6274
10.9378922316    3.94473  3.63436   -4.8570  -4.2017  -5.6278
10.9378932445    3.94497  3.63429   -4.8573  -4.2017  -5.6282
10.9378942575    3.94521  3.63422   -4.8575  -4.2017  -5.6286
10.9378952705    3.94546  3.63415   -4.8578  -4.2017  -5.6291
10.9378962835    3.94571  3.63408   -4.8581  -4.2018  -5.6295
10.9378972965    3.94595  3.63400   -4.8583  -4.2018  -5.6299
10.9378983094    3.94620  3.63393   -4.8586  -4.2018  -5.6304
10.9378993224    3.94646  3.63386   -4.8589  -4.2019  -5.6308
10.9379003354    3.94673  3.63378   -4.8592  -4.2019  -5.6313
10.9379013484    3.94701  3.63371   -4.8595  -4.2020  -5.6318
10.9379023614    3.94728  3.63364   -4.8598  -4.2021  -5.6323
10.9379033743    3.94755  3.63356   -4.8601  -4.2021  -5.6328
10.9379043873    3.94782  3.63349   -4.8604  -4.2022  -5.6333
10.9379054003    3.94809  3.63341   -4.8607  -4.2023  -5.6338
10.9379064133    3.94837  3.63334   -4.8611  -4.2023  -5.6343
10.9379074263    3.94865  3.63326   -4.8614  -4.2024  -5.6348
10.9379084392    3.94894  3.63319   -4.8617  -4.2025  -5.6353
10.9379094522    3.94922  3.63311   -4.8621  -4.2026  -5.6358
10.9379104652    3.94951  3.63304   -4.8624  -4.2027  -5.6364
10.9379114782    3.94981  3.63296   -4.8628  -4.2028  -5.6369
10.9379124912    3.95010  3.63289   -4.8631  -4.2029  -5.6374
10.9379135041    3.95040  3.63281   -4.8635  -4.2030  -5.6380
10.9379145171    3.95070  3.63273   -4.8639  -4.2031  -5.6385
10.9379155301    3.95100  3.63266   -4.8642  -4.2033  -5.6391
10.9379165431    3.95131  3.63258   -4.8646  -4.2034  -5.6396
10.9379175561    3.95162  3.63251   -4.8650  -4.2035  -5.6402
10.9379185691    3.95193  3.63243   -4.8654  -4.2036  -5.6408
10.9379195820    3.95224  3.63235   -4.8658  -4.2038  -5.6414
10.9379205950    3.95256  3.63228   -4.8662  -4.2039  -5.6420
10.9379216080    3.95287  3.63220   -4.8666  -4.2041  -5.6425
10.9379226210    3.95318  3.63212   -4.8670  -4.2042  -5.6431
10.9379236340    3.95350  3.63205   -4.8674  -4.2043  -5.6437
10.9379246469    3.95382  3.63197   -4.8678  -4.2045  -5.6443
10.9379256599    3.95414  3.63189   -4.8682  -4.2046  -5.6449
10.9379266729    3.95446  3.63181   -4.8686  -4.2047  -5.6455
10.9379276859    3.95479  3.63173   -4.8690  -4.2049  -5.6461
10.9379286989    3.95511  3.63165   -4.8694  -4.2050  -5.6467
10.9379297118    3.95545  3.63158   -4.8698  -4.2052  -5.6473
10.9379307248    3.95579  3.63150   -4.8703  -4.2054  -5.6479
10.9379317378    3.95613  3.63142   -4.8707  -4.2055  -5.6486
10.9379327508    3.95647  3.63134   -4.8711  -4.2057  -5.6492
10.9379337638    3.95681  3.63126   -4.8716  -4.2058  -5.6498
10.9379347767    3.95716  3.63118   -4.8721  -4.2060  -5.6505
10.9379357897    3.95752  3.63110   -4.8725  -4.2063  -5.6512
10.9379368027    3.95789  3.63102   -4.8730  -4.2065  -5.6519
10.9379378157    3.95825  3.63094   -4.8735  -4.2067  -5.6526
10.9379388287    3.95861  3.63086   -4.8740  -4.2069  -5.6532
10.9379398416    3.95897  3.63078   -4.8745  -4.2071  -5.6539
10.9379408546    3.95934  3.63070   -4.8750  -4.2073  -5.6546
10.9379418676    3.95971  3.63062   -4.8755  -4.2076  -5.6553
10.9379428806    3.96009  3.63054   -4.8760  -4.2078  -5.6561
10.9379438936    3.96047  3.63046   -4.8766  -4.2080  -5.6568
10.9379449065    3.96086  3.63037   -4.8771  -4.2083  -5.6575
10.9379459195    3.96124  3.63029   -4.8776  -4.2085  -5.6583
10.9379469325    3.96164  3.63021   -4.8782  -4.2088  -5.6590
10.9379479455    3.96204  3.63013   -4.8787  -4.2091  -5.6598
10.9379489585    3.96243  3.63005   -4.8793  -4.2094  -5.6605
10.9379499715    3.96283  3.62997   -4.8799  -4.2096  -5.6613
10.9379509844    3.96323  3.62989   -4.8804  -4.2099  -5.6621
10.9379519974    3.96366  3.62980   -4.8811  -4.2103  -5.6629
10.9379530104    3.96408  3.62972   -4.8817  -4.2106  -5.6637
10.9379540234    3.96451  3.62964   -4.8823  -4.2109  -5.6646
10.9379550364    3.96494  3.62956   -4.8829  -4.2112  -5.6654
10.9379560493    3.96537  3.62947   -4.8836  -4.2116  -5.6662
10.9379570623    3.96580  3.62939   -4.8842  -4.2119  -5.6671
10.9379580753    3.96624  3.62931   -4.8848  -4.2123  -5.6679
10.9379590883    3.96667  3.62923   -4.8855  -4.2126  -5.6688
10.9379601013    3.96712  3.62914   -4.8862  -4.2130  -5.6697
10.9379611142    3.96756  3.62906   -4.8868  -4.2134  -5.6705
10.9379621272    3.96801  3.62898   -4.8875  -4.2137  -5.6714
10.9379631402    3.96847  3.62890   -4.8882  -4.2142  -5.6723
10.9379641532    3.96894  3.62881   -4.8889  -4.2146  -5.6732
10.9379651662    3.96940  3.62873   -4.8896  -4.2150  -5.6742
10.9379661791    3.96987  3.62865   -4.8903  -4.2154  -5.6751
10.9379671921    3.97033  3.62856   -4.8910  -4.2158  -5.6760
10.9379682051    3.97081  3.62848   -4.8918  -4.2162  -5.6769
10.9379692181    3.97129  3.62840   -4.8925  -4.2167  -5.6779
10.9379702311    3.97177  3.62831   -4.8933  -4.2171  -5.6789
10.9379712440    3.97225  3.62823   -4.8940  -4.2176  -5.6798
10.9379722570    3.97273  3.62815   -4.8948  -4.2180  -5.6808
10.9379732700    3.97322  3.62807   -4.8955  -4.2185  -5.6817
10.9379742830    3.97372  3.62798   -4.8963  -4.2189  -5.6827
10.9379752960    3.97421  3.62790   -4.8971  -4.2194  -5.6837
10.9379763089    3.97472  3.62782   -4.8979  -4.2199  -5.6847
10.9379773219    3.97523  3.62773   -4.8987  -4.2204  -5.6858
10.9379783349    3.97574  3.62765   -4.8995  -4.2209  -5.6868
10.9379793479    3.97626  3.62756   -4.9003  -4.2214  -5.6878
10.9379803609    3.97679  3.62748   -4.9012  -4.2220  -5.6889
10.9379813739    3.97731  3.62739   -4.9020  -4.2225  -5.6899
10.9379823868    3.97783  3.62731   -4.9029  -4.2230  -5.6910
10.9379833998    3.97836  3.62723   -4.9037  -4.2235  -5.6921
10.9379844128    3.97890  3.62714   -4.9046  -4.2241  -5.6931
10.9379854258    3.97944  3.62705   -4.9054  -4.2246  -5.6942
10.9379864388    3.97998  3.62697   -4.9063  -4.2252  -5.6953
10.9379874517    3.98052  3.62688   -4.9072  -4.2257  -5.6964
10.9379884647    3.98106  3.62680   -4.9080  -4.2263  -5.6975
10.9379894777    3.98162  3.62671   -4.9089  -4.2268  -5.6986
10.9379904907    3.98217  3.62662   -4.9098  -4.2274  -5.6997
10.9379915037    3.98273  3.62654   -4.9107  -4.2280  -5.7009
10.9379925166    3.98329  3.62645   -4.9116  -4.2286  -5.7020
10.9379935296    3.98385  3.62636   -4.9125  -4.2291  -5.7031
10.9379945426    3.98441  3.62628   -4.9134  -4.2297  -5.7042
10.9379955556    3.98498  3.62619   -4.9144  -4.2303  -5.7054
10.9379965686    3.98556  3.62610   -4.9153  -4.2309  -5.7066
10.9379975815    3.98613  3.62601   -4.9162  -4.2315  -5.7077
10.9379985945    3.98671  3.62592   -4.9172  -4.2321  -5.7089
10.9379996075    3.98729  3.62584   -4.9181  -4.2327  -5.7101
10.9380006205    3.98788  3.62575   -4.9191  -4.2333  -5.7113
10.9380016335    3.98848  3.62566   -4.9200  -4.2340  -5.7125
10.9380026464    3.98907  3.62557   -4.9210  -4.2346  -5.7137
10.9380036594    3.98966  3.62548   -4.9220  -4.2352  -5.7149
10.9380046724    3.99025  3.62539   -4.9230  -4.2358  -5.7161
10.9380056854    3.99083  3.62530   -4.9239  -4.2364  -5.7172
10.9380066984    3.99141  3.62521   -4.9248  -4.2370  -5.7184
10.9380077113    3.99200  3.62512   -4.9257  -4.2375  -5.7195
10.9380087243    3.99259  3.62503   -4.9267  -4.2381  -5.7207
10.9380097373    3.99319  3.62493   -4.9276  -4.2387  -5.7219
10.9380107503    3.99380  3.62484   -4.9286  -4.2393  -5.7231
10.9380117633    3.99440  3.62475   -4.9295  -4.2399  -5.7243
10.9380127763    3.99501  3.62465   -4.9305  -4.2405  -5.7256
10.9380137892    3.99562  3.62456   -4.9314  -4.2411  -5.7268
10.9380148022    3.99623  3.62446   -4.9324  -4.2417  -5.7280
10.9380158152    3.99686  3.62437   -4.9334  -4.2423  -5.7292
10.9380168282    3.99749  3.62427   -4.9344  -4.2429  -5.7305
10.9380178412    3.99813  3.62418   -4.9354  -4.2436  -5.7318
10.9380188541    3.99876  3.62408   -4.9365  -4.2442  -5.7331
10.9380198671    3.99940  3.62398   -4.9375  -4.2449  -5.7343
10.9380208801    4.00005  3.62389   -4.9385  -4.2455  -5.7356
10.9380218931    4.00069  3.62379   -4.9396  -4.2462  -5.7369
10.9380229061    4.00135  3.62370   -4.9406  -4.2469  -5.7382
10.9380239190    4.00201  3.62360   -4.9417  -4.2475  -5.7396
10.9380249320    4.00267  3.62351   -4.9428  -4.2482  -5.7409
10.9380259450    4.00334  3.62341   -4.9439  -4.2489  -5.7423
10.9380269580    4.00400  3.62332   -4.9449  -4.2496  -5.7436
10.9380279710    4.00467  3.62322   -4.9460  -4.2504  -5.7449
10.9380289839    4.00534  3.62312   -4.9471  -4.2511  -5.7463
10.9380299969    4.00602  3.62303   -4.9482  -4.2518  -5.7477
10.9380310099    4.00672  3.62293   -4.9494  -4.2526  -5.7491
10.9380320229    4.00743  3.62283   -4.9506  -4.2533  -5.7505
10.9380330359    4.00813  3.62274   -4.9517  -4.2541  -5.7519
10.9380340488    4.00883  3.62264   -4.9529  -4.2549  -5.7534
10.9380350618    4.00954  3.62254   -4.9541  -4.2557  -5.7548
10.9380360748    4.01026  3.62245   -4.9553  -4.2565  -5.7563
10.9380370878    4.01098  3.62235   -4.9565  -4.2573  -5.7577
10.9380381008    4.01171  3.62225   -4.9577  -4.2581  -5.7592
10.9380391137    4.01245  3.62216   -4.9589  -4.2589  -5.7607
10.9380401267    4.01319  3.62206   -4.9602  -4.2598  -5.7622
10.9380411397    4.01393  3.62196   -4.9614  -4.2606  -5.7638
10.9380421527    4.01468  3.62186   -4.9627  -4.2615  -5.7653
10.9380431657    4.01542  3.62177   -4.9639  -4.2623  -5.7668
10.9380441787    4.01617  3.62167   -4.9652  -4.2632  -5.7683
10.9380451916    4.01693  3.62157   -4.9665  -4.2641  -5.7699
10.9380462046    4.01770  3.62147   -4.9678  -4.2650  -5.7715
10.9380472176    4.01847  3.62138   -4.9691  -4.2659  -5.7731
10.9380482306    4.01924  3.62128   -4.9705  -4.2668  -5.7747
10.9380492436    4.02001  3.62118   -4.9718  -4.2677  -5.7763
10.9380502565    4.02080  3.62109   -4.9731  -4.2687  -5.7779
10.9380512695    4.02159  3.62099   -4.9745  -4.2697  -5.7795
10.9380522825    4.02238  3.62089   -4.9759  -4.2706  -5.7812
10.9380532955    4.02319  3.62079   -4.9773  -4.2716  -5.7828
10.9380543085    4.02400  3.62070   -4.9787  -4.2726  -5.7845
10.9380553214    4.02482  3.62060   -4.9801  -4.2737  -5.7862
10.9380563344    4.02565  3.62050   -4.9816  -4.2747  -5.7879
10.9380573474    4.02648  3.62040   -4.9830  -4.2757  -5.7897
10.9380583604    4.02730  3.62030   -4.9845  -4.2768  -5.7914
10.9380593734    4.02814  3.62020   -4.9859  -4.2778  -5.7931
10.9380603863    4.02898  3.62011   -4.9874  -4.2789  -5.7949
10.9380613993    4.02983  3.62001   -4.9889  -4.2800  -5.7967
10.9380624123    4.03067  3.61991   -4.9904  -4.2811  -5.7984
10.9380634253    4.03151  3.61981   -4.9919  -4.2822  -5.8002
10.9380644383    4.03237  3.61972   -4.9934  -4.2833  -5.8020
10.9380654512    4.03323  3.61962   -4.9950  -4.2844  -5.8038
10.9380664642    4.03410  3.61952   -4.9965  -4.2855  -5.8056
10.9380674772    4.03498  3.61942   -4.9981  -4.2867  -5.8075
10.9380684902    4.03586  3.61932   -4.9997  -4.2879  -5.8093
10.9380695032    4.03676  3.61922   -5.0013  -4.2891  -5.8112
10.9380705161    4.03766  3.61912   -5.0029  -4.2903  -5.8131
10.9380715291    4.03857  3.61902   -5.0046  -4.2915  -5.8150
10.9380725421    4.03947  3.61892   -5.0062  -4.2927  -5.8169
10.9380735551    4.04038  3.61883   -5.0079  -4.2940  -5.8189
10.9380745681    4.04131  3.61873   -5.0096  -4.2952  -5.8208
10.9380755810    4.04224  3.61863   -5.0113  -4.2965  -5.8228
10.9380765940    4.04317  3.61853   -5.0130  -4.2978  -5.8248
10.9380776070    4.04410  3.61843   -5.0147  -4.2991  -5.8268
10.9380786200    4.04503  3.61833   -5.0164  -4.3004  -5.8287
10.9380796330    4.04595  3.61823   -5.0180  -4.3017  -5.8307
10.9380806460    4.04688  3.61814   -5.0198  -4.3030  -5.8327
10.9380816589    4.04782  3.61804   -5.0215  -4.3043  -5.8347
10.9380826719    4.04876  3.61794   -5.0232  -4.3056  -5.8367
10.9380836849    4.04972  3.61784   -5.0250  -4.3070  -5.8387
10.9380846979    4.05067  3.61774   -5.0267  -4.3083  -5.8407
10.9380857109    4.05162  3.61764   -5.0285  -4.3096  -5.8428
10.9380867238    4.05258  3.61754   -5.0303  -4.3110  -5.8448
10.9380877368    4.05353  3.61744   -5.0320  -4.3123  -5.8468
10.9380887498    4.05449  3.61733   -5.0338  -4.3136  -5.8489
10.9380897628    4.05544  3.61723   -5.0355  -4.3149  -5.8509
10.9380907758    4.05640  3.61713   -5.0372  -4.3163  -5.8529
10.9380917887    4.05734  3.61702   -5.0390  -4.3175  -5.8549
10.9380928017    4.05829  3.61692   -5.0407  -4.3188  -5.8569
10.9380938147    4.05923  3.61682   -5.0424  -4.3201  -5.8589
10.9380948277    4.06019  3.61671   -5.0441  -4.3214  -5.8609
10.9380958407    4.06114  3.61660   -5.0458  -4.3227  -5.8630
10.9380968536    4.06210  3.61650   -5.0476  -4.3240  -5.8650
10.9380978666    4.06306  3.61639   -5.0493  -4.3253  -5.8670
10.9380988796    4.06402  3.61628   -5.0511  -4.3266  -5.8691
10.9380998926    4.06499  3.61618   -5.0528  -4.3279  -5.8711
10.9381009056    4.06596  3.61607   -5.0546  -4.3292  -5.8732
10.9381019185    4.06694  3.61596   -5.0563  -4.3306  -5.8752
10.9381029315    4.06791  3.61585   -5.0581  -4.3319  -5.8773
10.9381039445    4.06888  3.61574   -5.0599  -4.3332  -5.8793
10.9381049575    4.06984  3.61564   -5.0616  -4.3345  -5.8814
10.9381059705    4.07081  3.61553   -5.0634  -4.3358  -5.8834
10.9381069834    4.07178  3.61542   -5.0652  -4.3372  -5.8855
10.9381079964    4.07276  3.61531   -5.0669  -4.3385  -5.8876
10.9381090094    4.07376  3.61520   -5.0688  -4.3399  -5.8897
10.9381100224    4.07475  3.61509   -5.0706  -4.3413  -5.8918
10.9381110354    4.07574  3.61498   -5.0724  -4.3427  -5.8939
10.9381120484    4.07674  3.61487   -5.0742  -4.3440  -5.8960
10.9381130613    4.07773  3.61476   -5.0760  -4.3454  -5.8981
10.9381140743    4.07872  3.61465   -5.0779  -4.3468  -5.9002
10.9381150873    4.07971  3.61454   -5.0797  -4.3482  -5.9024
10.9381161003    4.08071  3.61443   -5.0815  -4.3496  -5.9045
10.9381171133    4.08170  3.61432   -5.0833  -4.3510  -5.9066
10.9381181262    4.08269  3.61421   -5.0852  -4.3524  -5.9087
10.9381191392    4.08370  3.61410   -5.0870  -4.3538  -5.9109
10.9381201522    4.08472  3.61399   -5.0889  -4.3553  -5.9131
10.9381211652    4.08575  3.61388   -5.0908  -4.3567  -5.9152
